,symbol,name,reportDate,fiscalDateEnding,estimate,currency
4226,NFBK,Northfield Bancorp Inc,2022-04-26,2022-03-31,0.27,USD
4227,NFE,New Fortress Energy Inc - Class A,2022-03-01,2021-12-31,0.91,USD
4229,NFG,National Fuel Gas Company,2022-05-04,2022-03-31,1.62,USD
4231,NFLX,NetFlix Inc,2022-04-18,2022-03-31,2.89,USD
4235,NGD,New Gold Inc,2022-05-03,2022-03-31,0.04,USD
4238,NGMS,NeoGames SA,2022-03-08,2021-12-31,0.09,USD
4242,NGVC,Natural Grocers by Vitamin Cottage Inc,2022-05-04,2022-03-31,0.18,USD
4243,NGVT,Ingevity Corp,2022-04-26,2022-03-31,1.1,USD
4247,NHI,National Health Investors Inc,2022-05-09,2022-03-31,0.86,USD
4249,NI,Nisource Inc (Holding Co.),2022-05-03,2022-03-31,0.81,USD
4258,NIU,Niu Technologies,2022-03-07,2021-12-31,0.21,USD
4260,NJR,New Jersey Resources Corporation,2022-05-04,2022-03-31,1.36,USD
4261,NKE,Nike Inc - Class B,2022-03-16,2022-02-28,0.71,USD
4263,NKSH,National Bankshares Inc,2022-04-20,2022-03-31,0.73,USD
4267,NL,NL Industries Inc,2022-03-08,2021-12-31,0.17,USD
4269,NLOK,NortonLifeLock Inc,2022-05-09,2022-04-30,0.45,USD
4271,NLSN,Nielsen Holdings plc,2022-02-28,2021-12-31,0.35,USD
4277,NLY,Annaly Capital Management Inc,2022-04-26,2022-03-31,0.25,USD
4278,NM,Navios Maritime Holdings Inc,2022-04-19,2022-03-31,2.81,USD
4279,NMFC,New Mountain Finance Corp,2022-02-28,2021-12-31,0.3,USD
4281,NMIH,NMI Holdings Inc - Class A,2022-05-02,2022-03-31,0.74,USD
4282,NMM,Navios Maritime Partners L.P.,2022-04-27,2022-03-31,3.06,USD
4283,NMRK,Newmark Group Inc - Class A,2022-05-04,2022-03-31,0.24,USD
4289,NNI,Nelnet Inc - Class A,2022-02-28,2021-12-31,2.23,USD
4291,NNN,National Retail Properties Inc,2022-05-02,2022-03-31,0.43,USD
4297,NOA,North American Construction Group Ltd,2022-04-26,2022-03-31,0.46,CAD
4300,NOC,Northrop Grumman Corp,2022-04-27,2022-03-31,5.97,USD
4304,NOMD,Nomad Foods Ltd,2022-05-04,2022-03-31,0.45,USD
4313,NOVT,Novanta Inc,2022-03-01,2021-12-31,0.64,USD
4315,NOW,ServiceNow Inc,2022-04-26,2022-03-31,1.7,USD
4316,NP,Neenah Inc,2022-05-04,2022-03-31,0.46,USD
4320,NPO,EnPro Industries Inc,2022-05-03,2022-03-31,1.49,USD
4325,NREF,NexPoint Real Estate Finance Inc,2022-04-27,2022-03-31,0.89,USD
4327,NRIM,Northrim Bancorp Inc,2022-04-25,2022-03-31,1.19,USD
4332,NRZ,New Residential Investment Corp,2022-05-03,2022-03-31,0.4,USD
4333,NS,Nustar Energy L P,2022-05-02,2022-03-31,0.32,USD
4334,NSA,National Storage Affiliates Trust,2022-05-02,2022-03-31,0.34,USD
4335,NSC,Norfolk Southern Corp,2022-04-26,2022-03-31,3.07,USD
4339,NSIT,Insight Enterprises Inc,2022-05-04,2022-03-31,1.59,USD
4340,NSP,Insperity Inc,2022-05-02,2022-03-31,1.81,USD
4345,NSSC,NAPCO Security Technologies Inc,2022-05-09,2022-03-31,0.07,USD
4350,NTB,Bank of N T Butterfield & Son Ltd,2022-04-26,2022-03-31,0.79,USD
4351,NTCT,Netscout Systems Inc,2022-05-04,2022-03-31,0.21,USD
4352,NTES,NetEase Inc,2022-05-16,2022-03-31,1.18,CNY
4354,NTIC,Northern Technologies International Corp,2022-04-06,2022-02-28,0.06,USD
4360,NTR,Nutrien Ltd,2022-05-02,2022-03-31,2.63,USD
4362,NTRS,Northern Trust Corp,2022-04-18,2022-03-31,1.64,USD
4365,NTUS,Natus Medical Inc,2022-05-04,2022-03-31,0.28,USD
4369,NUE,Nucor Corp,2022-04-20,2022-03-31,7.67,USD
4372,NUS,Nu Skin Enterprises Inc - Class A,2022-05-03,2022-03-31,0.72,USD
4373,NUVA,Nuvasive Inc,2022-05-03,2022-03-31,0.45,USD
4388,NVDA,NVIDIA Corp,2022-05-24,2022-04-30,1.29,USD
4390,NVEE,NV5 Global Inc,2022-02-28,2021-12-31,1.04,USD
4392,NVEI,Nuvei Corporation (Sub Voting),2022-03-08,2021-12-31,0.44,USD
4396,NVGS,Navigator Holdings Ltd,2022-03-16,2021-12-31,0.26,USD
4399,NVMI,Nova Ltd,2022-05-04,2022-03-31,1.08,USD
4401,NVR,NVR Inc,2022-04-19,2022-03-31,96.98,USD
4403,NVST,Envista Holdings Corp,2022-05-03,2022-03-31,0.45,USD
4404,NVT,nVent Electric plc,2022-04-27,2022-03-31,0.44,USD
4406,NWBI,Northwest Bancshares Inc,2022-04-25,2022-03-31,0.19,USD
4407,NWE,Northwestern Corp,2022-04-19,2022-03-31,1.19,USD
4412,NWL,Newell Brands Inc,2022-04-28,2022-03-31,0.27,USD
4418,NWPX,Northwest Pipe Company,2022-03-01,2021-12-31,0.56,USD
4420,NWSA,News Corp - Class A,2022-05-04,2022-03-31,0.15,USD
4423,NX,Quanex Building Products Corp,2022-03-02,2022-01-31,0.26,USD
4426,NXGN,NextGen Healthcare Inc,2022-05-24,2022-03-31,0.2,USD
4427,NXPI,NXP Semiconductors NV,2022-05-02,2022-03-31,3.17,USD
4429,NXST,Nexstar Media Group Inc - Class A,2022-05-02,2022-03-31,5.1,USD
4435,NYCB,New York Community Bancorp Inc,2022-04-25,2022-03-31,0.34,USD
4436,NYMT,New York Mortgage Trust Inc,2022-05-04,2022-03-31,0.1,USD
4437,NYT,New York Times Co. - Class A,2022-05-03,2022-03-31,0.19,USD
4438,O,Realty Income Corp,2022-05-02,2022-03-31,0.44,USD
4442,OBELF,OBELF,2022-03-28,2021-12-31,0.06,CAD
4449,OBNK,Origin Bancorp Inc,2022-04-26,2022-03-31,0.87,USD
4453,OC,Owens Corning,2022-04-26,2022-03-31,2.43,USD
4455,OCCI,OFS Credit Company Inc,2022-03-10,2022-01-31,0.35,USD
4457,OCFC,OceanFirst Financial Corp,2022-04-27,2022-03-31,0.46,USD
4462,OCSL,Oaktree Specialty Lending Corp,2022-05-04,2022-03-31,0.17,USD
4470,ODFL,Old Dominion Freight Line Inc,2022-04-20,2022-03-31,2.31,USD
4471,ODP,ODP Corporation (The),2022-05-03,2022-03-31,0.93,USD
4474,OEC,Orion Engineered Carbons S.A.,2022-05-04,2022-03-31,0.52,USD
4477,OFC,Corporate Office Properties Trust,2022-04-27,2022-03-31,0.3,USD
4478,OFG,OFG Bancorp,2022-04-19,2022-03-31,0.64,USD
4481,OFS,OFS Capital Corp,2022-03-03,2021-12-31,0.24,USD
4483,OGE,Oge Energy Corp,2022-05-04,2022-03-31,0.08,USD
4486,OGS,ONE Gas Inc,2022-05-02,2022-03-31,2.09,USD
4487,OHI,Omega Healthcare Investors Inc,2022-05-02,2022-03-31,0.3,USD
4488,OI,O-I Glass Inc,2022-04-21,2022-03-31,0.4,USD
4489,OII,Oceaneering International Inc,2022-04-26,2022-03-31,0.03,USD
4490,OIIM,O2 Micro International,2022-04-28,2022-03-31,0.04,USD
4492,OKE,Oneok Inc,2022-02-28,2021-12-31,0.89,USD
4498,OLED,Universal Display Corp,2022-05-04,2022-03-31,1.09,USD
4499,OLLI,Ollies Bargain Outlet Holdings Inc,2022-03-16,2022-01-31,0.66,USD
4501,OLN,Olin Corp,2022-04-25,2022-03-31,2.35,USD
4504,OLP,One Liberty Properties Inc,2022-03-10,2021-12-31,0.17,USD
4507,OMC,Omnicom Group Inc,2022-04-18,2022-03-31,1.31,USD
4508,OMCL,Omnicell Inc,2022-04-27,2022-03-31,0.69,USD
4513,OMF,OneMain Holdings Inc,2022-04-25,2022-03-31,2.21,USD
4514,OMI,Owens & Minor Inc,2022-05-03,2022-03-31,0.79,USD
4519,ON,ON Semiconductor Corp,2022-05-02,2022-03-31,1.04,USD
4520,ONB,Old National Bancorp,2022-04-18,2022-03-31,0.33,USD
4531,ONEW,Onewater Marine Inc - Class A,2022-04-27,2022-03-31,2.13,USD
4535,ONTO,Onto Innovation Inc,2022-04-27,2022-03-31,1.17,USD
4538,OOMA,Ooma Inc,2022-03-03,2022-01-31,0.1,USD
4541,OPBK,OP Bancorp,2022-04-20,2022-03-31,0.5,USD
4542,OPCH,Option Care Health Inc,2022-05-04,2022-03-31,0.14,USD
4544,OPFI,OppFi Inc - Class A,2022-03-21,2021-12-31,0.14,USD
4553,OPRA,Opera Ltd,2022-04-25,2022-03-31,0.06,USD
4561,ORA,Ormat Technologies Inc,2022-05-03,2022-03-31,0.44,USD
4566,ORCC,Owl Rock Capital Corp,2022-05-03,2022-03-31,0.33,USD
4567,ORCL,Oracle Corp,2022-03-08,2022-02-28,1.18,USD
4568,ORGO,Organogenesis Holdings Inc - Class A,2022-03-01,2021-12-31,0.08,USD
4571,ORI,Old Republic International Corp,2022-04-20,2022-03-31,0.66,USD
4576,ORLY,O`Reilly Automotive Inc,2022-04-26,2022-03-31,7.42,USD
4579,ORRF,Orrstown Financial Services Inc,2022-04-18,2022-03-31,0.61,USD
4586,OSBC,Old Second Bancorporation Inc,2022-04-19,2022-03-31,0.25,USD
4591,OSIS,OSI Systems Inc,2022-04-27,2022-03-31,1.39,USD
4592,OSK,Oshkosh Corp,2022-04-27,2022-03-31,0.17,USD
4596,OSS,One Stop Systems Inc,2022-03-23,2021-12-31,0.07,USD
4598,OSTK,Overstock.com Inc,2022-04-27,2022-03-31,0.25,USD
4602,OTCM,OTCM,2022-03-15,2021-12-31,0.55,USD
4604,OTEX,Open Text Corp,2022-05-04,2022-03-31,0.68,USD
4606,OTIS,Otis Worldwide Corp,2022-04-25,2022-03-31,0.74,USD
4613,OTTR,Otter Tail Corporation,2022-05-02,2022-03-31,1.1,USD
4623,OXM,Oxford Industries Inc,2022-03-23,2022-02-28,1.42,USD
4624,OXSQ,Oxford Square Capital Corp,2022-03-21,2021-12-31,0.09,USD
4628,OZK,Bank OZK,2022-04-20,2022-03-31,0.94,USD
4629,PAA,Plains All American Pipeline LP,2022-05-04,2022-03-31,0.31,USD
4633,PACW,Pacwest Bancorp,2022-04-18,2022-03-31,1.04,USD
4634,PAE,PAE Incorporated - Class A,2022-03-09,2021-12-31,0.15,USD
4636,PAG,Penske Automotive Group Inc,2022-04-26,2022-03-31,3.57,USD
4637,PAHC,Phibro Animal Health Corp - Class A,2022-05-04,2022-03-31,0.35,USD
4640,PALT,Paltalk Inc,2022-03-21,2021-12-31,0.02,USD
4642,PANL,Pangaea Logistics Solutions Ltd,2022-03-14,2021-12-31,0.48,USD
4644,PANW,Palo Alto Networks Inc,2022-05-18,2022-04-30,1.67,USD
4647,PARA,Paramount Global - Class B,2022-05-04,2022-03-31,1.03,USD
4653,PATK,Patrick Industries Inc,2022-04-27,2022-03-31,2.71,USD
4654,PAX,Patria Investments Ltd - Class A,2022-04-25,2022-03-31,0.2,USD
4655,PAYA,Paya Holdings Inc - Class A,2022-03-07,2021-12-31,0.08,USD
4657,PAYC,Paycom Software Inc,2022-05-02,2022-03-31,1.75,USD
4658,PAYS,PaySign Inc,2022-03-23,2021-12-31,0.01,USD
4660,PAYX,Paychex Inc,2022-04-04,2022-02-28,1.05,USD
4662,PB,Prosperity Bancshares Inc,2022-04-26,2022-03-31,1.3,USD
4664,PBCT,People`s United Financial Inc,2022-04-21,2022-03-31,0.3,USD
4668,PBFX,Pbf Logistics Lp,2022-04-27,2022-03-31,0.58,USD
4669,PBH,Prestige Consumer Healthcare Inc,2022-05-04,2022-03-31,0.89,USD
4671,PBI,Pitney Bowes Inc,2022-04-28,2022-03-31,0.03,USD
4672,PBIP,Prudential Bancorp Inc,2022-04-21,2022-03-31,0.2,USD
4680,PCAR,Paccar Inc,2022-04-25,2022-03-31,1.56,USD
4681,PCG,PG&E Corp,2022-04-27,2022-03-31,0.24,USD
4682,PCH,PotlatchDeltic Corp,2022-04-25,2022-03-31,1.68,USD
4685,PCOM,Points.com Inc,2022-03-01,2021-12-31,0.02,USD
4687,PCRX,Pacira BioSciences Inc,2022-05-02,2022-03-31,0.81,USD
4690,PCSB,PCSB Financial Corp,2022-04-27,2022-03-31,0.24,USD
4692,PCTY,Paylocity Holding Corp,2022-05-04,2022-03-31,0.91,USD
4695,PCYG,Park City Group Inc,2022-05-16,2022-03-31,0.05,USD
4698,PDCE,PDC Energy Inc,2022-02-28,2021-12-31,2.55,USD
4700,PDCO,Patterson Companies Inc,2022-03-01,2022-01-31,0.5,USD
4701,PDD,Pinduoduo Inc,2022-03-15,2021-12-31,0.35,CNY
4703,PDEX,Pro-Dex Inc (co),2022-05-04,2022-03-31,0.33,USD
4704,PDFS,PDF Solutions Inc,2022-05-04,2022-03-31,0.06,USD
4705,PDLB,Ponce Financial Group Inc,2022-03-07,2021-12-31,0.69,USD
4711,PEAK,Healthpeak Properties Inc,2022-05-02,2022-03-31,0.09,USD
4713,PEBO,Peoples Bancorp Inc (Marietta OH),2022-04-18,2022-03-31,0.71,USD
4714,PECO,Phillips Edison & Company Inc - New,2022-05-02,2022-03-31,0.24,USD
4716,PEGA,Pegasystems Inc,2022-04-26,2022-03-31,0.29,USD
4719,PEN,Penumbra Inc,2022-05-02,2022-03-31,0.06,USD
4720,PENN,Penn National Gaming Inc,2022-05-04,2022-03-31,0.41,USD
4721,PEP,PepsiCo Inc,2022-04-13,2022-03-31,1.23,USD
4722,PERI,Perion Network Ltd,2022-05-02,2022-03-31,0.27,USD
4728,PETQ,PetIQ Inc - Class A,2022-03-01,2021-12-31,0.02,USD
4730,PETS,Petmed Express Inc,2022-05-02,2022-03-31,0.27,USD
4734,PFBC,Preferred Bank,2022-04-18,2022-03-31,1.69,USD
4739,PFC,Premier Financial Corp,2022-04-18,2022-03-31,0.69,USD
4740,PFE,Pfizer Inc,2022-05-02,2022-03-31,1.61,USD
4741,PFG,Principal Financial Group Inc,2022-04-25,2022-03-31,1.57,USD
4742,PFGC,Performance Food Group Company,2022-05-03,2022-03-31,0.51,USD
4749,PFLT,PennantPark Floating Rate Capital Ltd,2022-05-03,2022-03-31,0.28,USD
4753,PFS,Provident Financial Services Inc,2022-04-28,2022-03-31,0.46,USD
4754,PFSI,PennyMac Financial Services Inc,2022-05-04,2022-03-31,2.79,USD
4756,PFX,PhenixFIN Corp,2022-05-10,2022-03-31,0.2,USD
4757,PG,Procter & Gamble Company,2022-04-18,2022-03-31,1.31,USD
4758,PGC,Peapack-Gladstone Financial Corp,2022-04-27,2022-03-31,0.79,USD
4761,PGNY,Progyny Inc,2022-02-28,2021-12-31,0.04,USD
4763,PGR,Progressive Corp,2022-04-13,2022-03-31,1.14,USD
4764,PGRE,Paramount Group Inc,2022-04-26,2022-03-31,0.01,USD
4765,PH,Parker-Hannifin Corp,2022-05-05,2022-03-31,4.66,USD
4771,PHM,PulteGroup Inc,2022-04-25,2022-03-31,1.72,USD
4776,PHX,PHX Minerals Inc - Class A,2022-05-04,2022-03-31,0.06,USD
4781,PII,Polaris Inc,2022-04-25,2022-03-31,1.85,USD
4782,PINC,Premier Inc - Class A,2022-05-02,2022-03-31,0.58,USD
4783,PINE,Alpine Income Property Trust Inc,2022-04-20,2022-03-31,0.01,USD
4785,PINS,Pinterest Inc - Class A,2022-04-25,2022-03-31,0.03,USD
4786,PIPR,Piper Sandler Co`s,2022-04-28,2022-03-31,2.68,USD
4789,PJT,PJT Partners Inc - Class A,2022-04-25,2022-03-31,0.89,USD
4795,PKG,Packaging Corp Of America,2022-04-25,2022-03-31,2.53,USD
4796,PKI,Perkinelmer Inc,2022-05-02,2022-03-31,2.08,USD
4802,PLAB,Photronics Inc,2022-05-24,2022-04-30,0.33,USD
4807,PLAY,Dave & Buster`s Entertainment Inc,2022-03-29,2022-01-31,0.6,USD
4809,PLBY,PLBY Group Inc,2022-03-21,2021-12-31,0.1,USD
4811,PLCE,Childrens Place Inc,2022-03-07,2022-02-28,2.81,USD
4812,PLD,Prologis Inc,2022-04-18,2022-03-31,0.55,USD
4815,PLMR,Palomar Holdings Inc,2022-05-03,2022-03-31,0.64,USD
4817,PLNT,Planet Fitness Inc - Class A,2022-05-04,2022-03-31,0.32,USD
4827,PLTK,Playtika Holding Corp,2022-03-01,2021-12-31,0.17,USD
4831,PLUS,ePlus Inc,2022-05-18,2022-03-31,0.68,USD
4836,PLXS,Plexus Corp,2022-04-19,2022-03-31,0.99,USD
4839,PM,Philip Morris International Inc,2022-04-21,2022-03-31,1.54,USD
4845,PMT,Pennymac Mortgage Investment Trust,2022-05-04,2022-03-31,0.26,USD
4851,PNC,PNC Financial Services Group,2022-04-14,2022-03-31,3.2,USD
4854,PNFP,Pinnacle Financial Partners Inc,2022-04-18,2022-03-31,1.59,USD
4855,PNM,PNM Resources Inc,2022-04-28,2022-03-31,0.34,USD
4856,PNNT,PennantPark Investment Corporation,2022-05-03,2022-03-31,0.17,USD
4857,PNR,Pentair plc,2022-04-20,2022-03-31,0.82,USD
4867,PODD,Insulet Corporation,2022-05-04,2022-03-31,0.19,USD
4872,POLY,Plantronics Inc,2022-05-11,2022-03-31,0.56,USD
4873,POOL,Pool Corporation,2022-04-20,2022-03-31,3.13,USD
4874,POR,Portland General Electric Company,2022-04-28,2022-03-31,1.06,USD
4878,POST,Post Holdings Inc,2022-05-04,2022-03-31,0.54,USD
4880,POWI,Power Integrations Inc,2022-04-27,2022-03-31,0.87,USD
4882,PPBI,Pacific Premier Bancorp Inc,2022-04-25,2022-03-31,0.74,USD
4884,PPC,Pilgrim`s Pride Corp,2022-04-26,2022-03-31,0.62,USD
4886,PPG,PPG Industries Inc,2022-04-13,2022-03-31,1.13,USD
4888,PPL,PPL Corp,2022-05-04,2022-03-31,0.42,USD
4894,PRA,Proassurance Corporation,2022-05-03,2022-03-31,0.16,USD
4895,PRAA,PRA Group Inc,2022-02-28,2021-12-31,0.66,USD
4906,PRFT,Perficient Inc,2022-04-27,2022-03-31,0.89,USD
4908,PRGO,Perrigo Company plc,2022-03-01,2021-12-31,0.56,USD
4910,PRGS,Progress Software Corp,2022-03-23,2022-02-28,0.85,USD
4911,PRI,Primerica Inc,2022-05-03,2022-03-31,2.78,USD
4912,PRIM,Primoris Services Corp,2022-02-28,2021-12-31,0.56,USD
4914,PRK,Park National Corp,2022-04-21,2022-03-31,1.9,USD
4916,PRLB,Proto Labs Inc,2022-05-04,2022-03-31,0.32,USD
4928,PROV,Provident Financial Holdings Inc,2022-04-25,2022-03-31,0.23,USD
4929,PRPH,ProPhase Labs Inc,2022-03-28,2021-12-31,0.36,USD
4942,PRTH,Priority Technology Holdings Inc,2022-03-14,2021-12-31,0.05,USD
4947,PRTY,Party City Holdco Inc,2022-02-28,2021-12-31,0.4,USD
4949,PRU,Prudential Financial Inc,2022-05-03,2022-03-31,2.74,USD
4952,PSA,Public Storage,2022-04-26,2022-03-31,2.21,USD
4956,PSEC,Prospect Capital Corp,2022-05-09,2022-03-31,0.18,USD
4957,PSFE,Paysafe Ltd - Class A,2022-03-02,2021-12-31,0.01,USD
4964,PSMT,Pricesmart Inc,2022-04-06,2022-02-28,1.0,USD
4965,PSN,Parsons Corp,2022-05-03,2022-03-31,0.37,USD
4967,PSTG,Pure Storage Inc - Class A,2022-03-02,2022-01-31,0.26,USD
4969,PSTL,Postal Realty Trust Inc Cls A,2022-03-21,2021-12-31,0.06,USD
4974,PSX,Phillips 66,2022-04-28,2022-03-31,1.71,USD
4975,PSXP,Phillips 66 Partners LP,2022-04-28,2022-03-31,1.01,USD
4980,PTC,PTC Inc,2022-04-26,2022-03-31,1.14,USD
4987,PTMN,Portman Ridge Finance Corp,2022-03-09,2021-12-31,0.81,USD
4997,PTSI,P.A.M. Transportation Services Inc,2022-04-19,2022-03-31,1.58,USD
4998,PUBM,PubMatic Inc - Class A,2022-02-28,2021-12-31,0.27,USD
5002,PUMP,ProPetro Holding Corp,2022-05-02,2022-03-31,0.03,USD
5005,PVBC,Provident Bancorp Inc,2022-04-20,2022-03-31,0.25,USD
5008,PVH,PVH Corp,2022-03-28,2022-02-28,2.0,USD
5013,PW,Power REIT,2022-03-22,2021-12-31,0.78,USD
5019,PWR,Quanta Services Inc,2022-05-04,2022-03-31,1.2,USD
5020,PWSC,PowerSchool Holdings Inc Class A,2022-03-03,2021-12-31,0.09,USD
5021,PXD,Pioneer Natural Resources Company,2022-05-02,2022-03-31,5.53,USD
5026,PYPL,PayPal Holdings Inc,2022-05-03,2022-03-31,0.88,USD
5032,PZZA,Papa John`s International Inc,2022-05-04,2022-03-31,0.93,USD
5036,QCOM,Qualcomm Inc,2022-04-26,2022-03-31,2.91,USD
5037,QCRH,QCR Holding Inc,2022-04-25,2022-03-31,1.5,USD
5038,QD,Qudian Inc,2022-03-28,2021-12-31,0.14,USD
5039,QDEL,Quidel Corp,2022-05-04,2022-03-31,9.08,USD
5040,QFIN,360 DigiTech Inc,2022-03-14,2021-12-31,1.2,USD
5042,QGEN,Qiagen NV,2022-04-25,2022-03-31,0.71,USD
5044,QIWI,QIWI plc,2022-03-28,2021-12-31,0.38,USD
5046,QLYS,Qualys Inc,2022-05-03,2022-03-31,0.8,USD
5051,QNST,QuinStreet Inc,2022-05-03,2022-03-31,0.1,USD
5056,QRVO,Qorvo Inc,2022-05-03,2022-03-31,2.93,USD
5059,QSR,Restaurant Brands International Inc,2022-04-28,2022-03-31,0.8,USD
5066,QTWO,Q2 Holdings Inc,2022-05-03,2022-03-31,0.06,USD
5072,QUOT,Quotient Technology Inc,2022-05-03,2022-03-31,0.03,USD
5078,R,Ryder System Inc,2022-04-27,2022-03-31,2.33,USD
5081,RADA,Rada Electronic Industries,2022-05-09,2022-03-31,0.12,USD
5086,RAMP,LiveRamp Holdings Inc,2022-05-23,2022-03-31,0.02,USD
5097,RBA,Ritchie Bros Auctioneers Inc,2022-05-09,2022-03-31,0.3,USD
5098,RBB,RBB Bancorp,2022-04-25,2022-03-31,0.7,USD
5101,RBCAA,Republic Bancorp Inc (KY) - Class A,2022-04-20,2022-03-31,1.34,USD
5106,RC,Ready Capital Corp,2022-03-09,2021-12-31,0.51,USD
5108,RCAT,Red Cat Holdings Inc,2022-04-04,2022-01-31,0.01,USD
5109,RCI,Rogers Communications Inc - Class B,2022-04-19,2022-03-31,0.62,CAD
5110,RCII,Rent-a-Center Inc,2022-05-03,2022-03-31,1.53,USD
5114,RCM,R1 RCM Inc,2022-05-02,2022-03-31,0.11,USD
5115,RCMT,RCM Technologies Inc,2022-03-30,2021-12-31,0.15,USD
5120,RCUS,Arcus Biosciences Inc,2022-05-03,2022-03-31,0.42,USD
5130,RDN,Radian Group Inc,2022-05-02,2022-03-31,0.75,USD
5131,RDNT,Radnet Inc,2022-03-07,2021-12-31,0.19,USD
5136,RDWR,Radware,2022-05-03,2022-03-31,0.17,USD
5137,RE,Everest Re Group Ltd,2022-04-26,2022-03-31,10.42,USD
5145,REG,Regency Centers Corporation,2022-05-04,2022-03-31,0.44,USD
5147,REGN,Regeneron Pharmaceuticals Inc,2022-05-04,2022-03-31,9.47,USD
5148,REI,Ring Energy Inc,2022-03-14,2021-12-31,0.07,USD
5157,REPX,Riley Exploration Permian Inc,2022-05-09,2022-03-31,0.97,USD
5158,RES,RPC Inc,2022-04-26,2022-03-31,0.06,USD
5163,REV,Revlon Inc - Class A,2022-03-09,2021-12-31,0.06,USD
5165,REVG,REV Group Inc,2022-03-08,2022-01-31,0.11,USD
5166,REXR,Rexford Industrial Realty Inc,2022-04-19,2022-03-31,0.19,USD
5167,REZI,Resideo Technologies Inc,2022-05-04,2022-03-31,0.44,USD
5168,RF,Regions Financial Corp,2022-04-22,2022-03-31,0.48,USD
5170,RFP,Resolute Forest Products Inc,2022-04-27,2022-03-31,1.31,USD
5171,RGA,Reinsurance Group Of America Inc,2022-05-04,2022-03-31,0.61,USD
5172,RGCO,RGC Resources Inc,2022-05-12,2022-03-31,0.66,USD
5173,RGEN,Repligen Corp,2022-05-02,2022-03-31,0.72,USD
5174,RGLD,Royal Gold Inc,2022-05-03,2022-03-31,0.95,USD
5177,RGNX,Regenxbio Inc,2022-02-28,2021-12-31,4.71,USD
5179,RGP,Resources Connection Inc,2022-04-05,2022-03-31,0.4,USD
5180,RGR,Sturm Ruger & Co. Inc,2022-05-03,2022-03-31,1.94,USD
5182,RH,RH - Class A,2022-03-22,2022-02-28,5.57,USD
5184,RHI,Robert Half International Inc,2022-04-19,2022-03-31,1.45,USD
5187,RICK,RCI Hospitality Holdings Inc,2022-05-09,2022-03-31,1.24,USD
5194,RIOT,Riot Blockchain Inc,2022-03-29,2021-12-31,0.22,USD
5199,RJF,Raymond James Financial Inc,2022-04-27,2022-03-31,1.72,USD
5204,RL,Ralph Lauren Corp - Class A,2022-05-18,2022-03-31,0.37,USD
5206,RLGT,Radiant Logistics Inc,2022-05-09,2022-03-31,0.18,USD
5207,RLGY,Realogy Holdings Corp,2022-04-27,2022-03-31,0.03,USD
5208,RLI,RLI Corp,2022-04-19,2022-03-31,0.96,USD
5214,RM,Regional Management Corp,2022-05-02,2022-03-31,1.98,USD
5217,RMBL,RumbleON Inc - Class B,2022-03-14,2021-12-31,0.43,USD
5220,RMD,Resmed Inc,2022-04-26,2022-03-31,1.42,USD
5224,RMNI,Rimini Street Inc,2022-03-01,2021-12-31,0.07,USD
5228,RMR,RMR Group Inc (The) - Class A,2022-05-05,2022-03-31,0.48,USD
5233,RNDB,Randolph Bancorp Inc,2022-04-25,2022-03-31,0.17,USD
5235,RNG,RingCentral Inc - Class A,2022-05-02,2022-03-31,0.34,USD
5237,RNR,RenaissanceRe Holdings Ltd,2022-04-26,2022-03-31,5.83,USD
5239,RNST,Renasant Corp,2022-04-25,2022-03-31,0.58,USD
5242,ROCC,Ranger Oil Corp - Class A,2022-03-07,2021-12-31,1.7,USD
5245,ROG,Rogers Corp,2022-04-27,2022-03-31,1.14,USD
5248,ROIC,Retail Opportunity Investments Corp,2022-04-25,2022-03-31,0.07,USD
5249,ROK,Rockwell Automation Inc,2022-04-26,2022-03-31,2.3,USD
5251,ROL,Rollins Inc,2022-04-26,2022-03-31,0.15,USD
5252,ROLL,RBC Bearings Inc,2022-05-19,2022-03-31,1.19,USD
5255,ROP,Roper Technologies Inc,2022-04-25,2022-03-31,3.69,USD
5256,ROST,Ross Stores Inc,2022-03-01,2022-01-31,0.98,USD
5260,RPAY,Repay Holdings Corporation - Class A,2022-03-01,2021-12-31,0.2,USD
5263,RPM,RPM International Inc,2022-04-05,2022-02-28,0.3,USD
5264,RPRX,Royalty Pharma plc - Class A,2022-05-09,2022-03-31,0.72,USD
5265,RPT,RPT Realty,2022-05-03,2022-03-31,0.02,USD
5269,RRBI,Red River Bancshares Inc,2022-04-27,2022-03-31,1.01,USD
5270,RRC,Range Resources Corp,2022-04-25,2022-03-31,1.02,USD
5271,RRD,R.R. Donnelley & Sons Company,2022-04-25,2022-03-31,0.08,USD
5275,RRR,Red Rock Resorts Inc - Class A,2022-05-02,2022-03-31,0.66,USD
5276,RRX,Regal Rexnord Corp,2022-05-02,2022-03-31,2.41,USD
5277,RS,Reliance Steel & Aluminum Company,2022-04-28,2022-03-31,7.09,USD
5279,RSG,Republic Services Inc,2022-05-03,2022-03-31,1.04,USD
5289,RTX,Raytheon Technologies Corporation,2022-04-25,2022-03-31,1.02,USD
5292,RUSHA,Rush Enterprises Inc - Class A,2022-04-19,2022-03-31,1.01,USD
5293,RUSMF,RUSMF,2022-05-03,2022-03-31,0.93,CAD
5299,RVLV,Revolve Group Inc - Class A,2022-05-04,2022-03-31,0.23,USD
5305,RVSB,Riverview Bancorp Inc,2022-04-27,2022-03-31,0.19,USD
